Balancing Authority,Data Date,Hour Number,Sub-Region,Demand (MW),Local Time at End of Hour,UTC Time at End of Hour
PJM,07/01/2018,1,BC,"3,134",07/01/2018 1:00:00 AM,07/01/2018 5:00:00 AM
PJM,07/01/2018,2,BC,"3,139",07/01/2018 2:00:00 AM,07/01/2018 6:00:00 AM
PJM,07/01/2018,3,BC,"3,377",07/01/2018 3:00:00 AM,07/01/2018 7:00:00 AM
PJM,07/01/2018,4,BC,"3,788",07/01/2018 4:00:00 AM,07/01/2018 8:00:00 AM
PJM,07/01/2018,5,BC,"4,262",07/01/2018 5:00:00 AM,07/01/2018 9:00:00 AM
PJM,07/01/2018,6,BC,"4,702",07/01/2018 6:00:00 AM,07/01/2018 10:00:00 AM
PJM,07/01/2018,7,BC,"5,054",07/01/2018 7:00:00 AM,07/01/2018 11:00:00 AM
PJM,07/01/2018,8,BC,"5,317",07/01/2018 8:00:00 AM,07/01/2018 12:00:00 PM
PJM,07/01/2018,9,BC,"5,529",07/01/2018 9:00:00 AM,07/01/2018 1:00:00 PM
PJM,07/01/2018,10,BC,"5,684",07/01/2018 10:00:00 AM,07/01/2018 2:00:00 PM
PJM,07/01/2018,11,BC,"5,825",07/01/2018 11:00:00 AM,07/01/2018 3:00:00 PM
PJM,07/01/2018,12,BC,"5,929",07/01/2018 12:00:00 PM,07/01/2018 4:00:00 PM
PJM,07/01/2018,13,BC,"5,985",07/01/2018 1:00:00 PM,07/01/2018 5:00:00 PM
PJM,07/01/2018,14,BC,"5,954",07/01/2018 2:00:00 PM,07/01/2018 6:00:00 PM
PJM,07/01/2018,15,BC,"5,789",07/01/2018 3:00:00 PM,07/01/2018 7:00:00 PM
PJM,07/01/2018,16,BC,"5,530",07/01/2018 4:00:00 PM,07/01/2018 8:00:00 PM
PJM,07/01/2018,17,BC,"5,332",07/01/2018 5:00:00 PM,07/01/2018 9:00:00 PM
PJM,07/01/2018,18,BC,"4,918",07/01/2018 6:00:00 PM,07/01/2018 10:00:00 PM
PJM,07/01/2018,19,BC,"4,463",07/01/2018 7:00:00 PM,07/01/2018 11:00:00 PM
PJM,07/01/2018,20,BC,"4,073",07/01/2018 8:00:00 PM,07/02/2018 12:00:00 AM
PJM,07/01/2018,21,BC,"3,810",07/01/2018 9:00:00 PM,07/02/2018 1:00:00 AM
PJM,07/01/2018,22,BC,"3,615",07/01/2018 10:00:00 PM,07/02/2018 2:00:00 AM
PJM,07/01/2018,23,BC,"3,489",07/01/2018 11:00:00 PM,07/02/2018 3:00:00 AM
PJM,07/01/2018,24,BC,"3,465",07/02/2018 12:00:00 AM,07/02/2018 4:00:00 AM
PJM,07/02/2018,1,BC,"3,134",07/02/2018 1:00:00 AM,07/02/2018 5:00:00 AM
PJM,07/02/2018,2,BC,"3,139",07/02/2018 2:00:00 AM,07/02/2018 6:00:00 AM
PJM,07/02/2018,3,BC,"3,377",07/02/2018 3:00:00 AM,07/02/2018 7:00:00 AM
PJM,07/02/2018,4,BC,"3,788",07/02/2018 4:00:00 AM,07/02/2018 8:00:00 AM
PJM,07/02/2018,5,BC,"4,262",07/02/2018 5:00:00 AM,07/02/2018 9:00:00 AM
PJM,07/02/2018,6,BC,"4,702",07/02/2018 6:00:00 AM,07/02/2018 10:00:00 AM
PJM,07/02/2018,7,BC,"5,054",07/02/2018 7:00:00 AM,07/02/2018 11:00:00 AM
PJM,07/02/2018,8,BC,"5,317",07/02/2018 8:00:00 AM,07/02/2018 12:00:00 PM
PJM,07/02/2018,9,BC,"5,529",07/02/2018 9:00:00 AM,07/02/2018 1:00:00 PM
PJM,07/02/2018,10,BC,"5,684",07/02/2018 10:00:00 AM,07/02/2018 2:00:00 PM
PJM,07/02/2018,11,BC,"5,825",07/02/2018 11:00:00 AM,07/02/2018 3:00:00 PM
PJM,07/02/2018,12,BC,"5,929",07/02/2018 12:00:00 PM,07/02/2018 4:00:00 PM
PJM,07/02/2018,13,BC,"5,985",07/02/2018 1:00:00 PM,07/02/2018 5:00:00 PM
PJM,07/02/2018,14,BC,"5,954",07/02/2018 2:00:00 PM,07/02/2018 6:00:00 PM
PJM,07/02/2018,15,BC,"5,789",07/02/2018 3:00:00 PM,07/02/2018 7:00:00 PM
PJM,07/02/2018,16,BC,"5,530",07/02/2018 4:00:00 PM,07/02/2018 8:00:00 PM
PJM,07/02/2018,17,BC,"5,332",07/02/2018 5:00:00 PM,07/02/2018 9:00:00 PM
PJM,07/02/2018,18,BC,"4,918",07/02/2018 6:00:00 PM,07/02/2018 10:00:00 PM
PJM,07/02/2018,19,BC,"4,463",07/02/2018 7:00:00 PM,07/02/2018 11:00:00 PM
PJM,07/02/2018,20,BC,"4,073",07/02/2018 8:00:00 PM,07/03/2018 12:00:00 AM
PJM,07/02/2018,21,BC,"3,810",07/02/2018 9:00:00 PM,07/03/2018 1:00:00 AM
PJM,07/02/2018,22,BC,"3,615",07/02/2018 10:00:00 PM,07/03/2018 2:00:00 AM
PJM,07/02/2018,23,BC,"3,489",07/02/2018 11:00:00 PM,07/03/2018 3:00:00 AM
PJM,07/02/2018,24,BC,"3,465",07/03/2018 12:00:00 AM,07/03/2018 4:00:00 AM
PJM,07/03/2018,1,BC,"3,183",07/03/2018 1:00:00 AM,07/03/2018 5:00:00 AM
PJM,07/03/2018,2,BC,"3,134",07/03/2018 2:00:00 AM,07/03/2018 6:00:00 AM
PJM,07/03/2018,3,BC,"3,139",07/03/2018 3:00:00 AM,07/03/2018 7:00:00 AM
PJM,07/03/2018,4,BC,"3,377",07/03/2018 4:00:00 AM,07/03/2018 8:00:00 AM
PJM,07/03/2018,5,BC,"3,788",07/03/2018 5:00:00 AM,07/03/2018 9:00:00 AM
PJM,07/03/2018,6,BC,"4,262",07/03/2018 6:00:00 AM,07/03/2018 10:00:00 AM
PJM,07/03/2018,7,BC,"4,702",07/03/2018 7:00:00 AM,07/03/2018 11:00:00 AM
PJM,07/03/2018,8,BC,"5,054",07/03/2018 8:00:00 AM,07/03/2018 12:00:00 PM
PJM,07/03/2018,9,BC,"5,317",07/03/2018 9:00:00 AM,07/03/2018 1:00:00 PM
PJM,07/03/2018,10,BC,"5,529",07/03/2018 10:00:00 AM,07/03/2018 2:00:00 PM
PJM,07/03/2018,11,BC,"5,684",07/03/2018 11:00:00 AM,07/03/2018 3:00:00 PM
PJM,07/03/2018,12,BC,"5,825",07/03/2018 12:00:00 PM,07/03/2018 4:00:00 PM
PJM,07/03/2018,13,BC,"5,929",07/03/2018 1:00:00 PM,07/03/2018 5:00:00 PM
PJM,07/03/2018,14,BC,"5,985",07/03/2018 2:00:00 PM,07/03/2018 6:00:00 PM
PJM,07/03/2018,15,BC,"5,954",07/03/2018 3:00:00 PM,07/03/2018 7:00:00 PM
PJM,07/03/2018,16,BC,"5,789",07/03/2018 4:00:00 PM,07/03/2018 8:00:00 PM
PJM,07/03/2018,17,BC,"5,530",07/03/2018 5:00:00 PM,07/03/2018 9:00:00 PM
PJM,07/03/2018,18,BC,"5,332",07/03/2018 6:00:00 PM,07/03/2018 10:00:00 PM
PJM,07/03/2018,19,BC,"4,918",07/03/2018 7:00:00 PM,07/03/2018 11:00:00 PM
PJM,07/03/2018,20,BC,"4,463",07/03/2018 8:00:00 PM,07/04/2018 12:00:00 AM
PJM,07/03/2018,21,BC,"4,073",07/03/2018 9:00:00 PM,07/04/2018 1:00:00 AM
PJM,07/03/2018,22,BC,"3,810",07/03/2018 10:00:00 PM,07/04/2018 2:00:00 AM
PJM,07/03/2018,23,BC,"3,615",07/03/2018 11:00:00 PM,07/04/2018 3:00:00 AM
PJM,07/03/2018,24,BC,"3,489",07/04/2018 12:00:00 AM,07/04/2018 4:00:00 AM
PJM,07/04/2018,1,BC,"3,615",07/04/2018 1:00:00 AM,07/04/2018 5:00:00 AM
PJM,07/04/2018,2,BC,"3,613",07/04/2018 2:00:00 AM,07/04/2018 6:00:00 AM
PJM,07/04/2018,3,BC,"3,629",07/04/2018 3:00:00 AM,07/04/2018 7:00:00 AM
PJM,07/04/2018,4,BC,"3,804",07/04/2018 4:00:00 AM,07/04/2018 8:00:00 AM
PJM,07/04/2018,5,BC,"4,187",07/04/2018 5:00:00 AM,07/04/2018 9:00:00 AM
PJM,07/04/2018,6,BC,"4,632",07/04/2018 6:00:00 AM,07/04/2018 10:00:00 AM
PJM,07/04/2018,7,BC,"5,045",07/04/2018 7:00:00 AM,07/04/2018 11:00:00 AM
PJM,07/04/2018,8,BC,"5,366",07/04/2018 8:00:00 AM,07/04/2018 12:00:00 PM
PJM,07/04/2018,9,BC,"5,551",07/04/2018 9:00:00 AM,07/04/2018 1:00:00 PM
PJM,07/04/2018,10,BC,"5,651",07/04/2018 10:00:00 AM,07/04/2018 2:00:00 PM
PJM,07/04/2018,11,BC,"5,729",07/04/2018 11:00:00 AM,07/04/2018 3:00:00 PM
PJM,07/04/2018,12,BC,"5,825",07/04/2018 12:00:00 PM,07/04/2018 4:00:00 PM
PJM,07/04/2018,13,BC,"5,865",07/04/2018 1:00:00 PM,07/04/2018 5:00:00 PM
PJM,07/04/2018,14,BC,"5,712",07/04/2018 2:00:00 PM,07/04/2018 6:00:00 PM
PJM,07/04/2018,15,BC,"5,463",07/04/2018 3:00:00 PM,07/04/2018 7:00:00 PM
PJM,07/04/2018,16,BC,"5,242",07/04/2018 4:00:00 PM,07/04/2018 8:00:00 PM
PJM,07/04/2018,17,BC,"5,105",07/04/2018 5:00:00 PM,07/04/2018 9:00:00 PM
PJM,07/04/2018,18,BC,"4,925",07/04/2018 6:00:00 PM,07/04/2018 10:00:00 PM
PJM,07/04/2018,19,BC,"4,715",07/04/2018 7:00:00 PM,07/04/2018 11:00:00 PM
PJM,07/04/2018,20,BC,"4,429",07/04/2018 8:00:00 PM,07/05/2018 12:00:00 AM
PJM,07/04/2018,21,BC,"4,125",07/04/2018 9:00:00 PM,07/05/2018 1:00:00 AM
PJM,07/04/2018,22,BC,"3,889",07/04/2018 10:00:00 PM,07/05/2018 2:00:00 AM
PJM,07/04/2018,23,BC,"3,728",07/04/2018 11:00:00 PM,07/05/2018 3:00:00 AM
PJM,07/04/2018,24,BC,"3,632",07/05/2018 12:00:00 AM,07/05/2018 4:00:00 AM
PJM,07/05/2018,1,BC,"3,640",07/05/2018 1:00:00 AM,07/05/2018 5:00:00 AM
PJM,07/05/2018,2,BC,"3,772",07/05/2018 2:00:00 AM,07/05/2018 6:00:00 AM
PJM,07/05/2018,3,BC,"3,969",07/05/2018 3:00:00 AM,07/05/2018 7:00:00 AM
PJM,07/05/2018,4,BC,"4,288",07/05/2018 4:00:00 AM,07/05/2018 8:00:00 AM
PJM,07/05/2018,5,BC,"4,582",07/05/2018 5:00:00 AM,07/05/2018 9:00:00 AM
PJM,07/05/2018,6,BC,"4,869",07/05/2018 6:00:00 AM,07/05/2018 10:00:00 AM
PJM,07/05/2018,7,BC,"5,156",07/05/2018 7:00:00 AM,07/05/2018 11:00:00 AM
PJM,07/05/2018,8,BC,"5,409",07/05/2018 8:00:00 AM,07/05/2018 12:00:00 PM
PJM,07/05/2018,9,BC,"5,603",07/05/2018 9:00:00 AM,07/05/2018 1:00:00 PM
PJM,07/05/2018,10,BC,"5,685",07/05/2018 10:00:00 AM,07/05/2018 2:00:00 PM
PJM,07/05/2018,11,BC,"5,599",07/05/2018 11:00:00 AM,07/05/2018 3:00:00 PM
PJM,07/05/2018,12,BC,"5,467",07/05/2018 12:00:00 PM,07/05/2018 4:00:00 PM
PJM,07/05/2018,13,BC,"5,554",07/05/2018 1:00:00 PM,07/05/2018 5:00:00 PM
PJM,07/05/2018,14,BC,"5,714",07/05/2018 2:00:00 PM,07/05/2018 6:00:00 PM
PJM,07/05/2018,15,BC,"5,744",07/05/2018 3:00:00 PM,07/05/2018 7:00:00 PM
PJM,07/05/2018,16,BC,"5,605",07/05/2018 4:00:00 PM,07/05/2018 8:00:00 PM
PJM,07/05/2018,17,BC,"5,414",07/05/2018 5:00:00 PM,07/05/2018 9:00:00 PM
PJM,07/05/2018,18,BC,"5,231",07/05/2018 6:00:00 PM,07/05/2018 10:00:00 PM
PJM,07/05/2018,19,BC,"4,848",07/05/2018 7:00:00 PM,07/05/2018 11:00:00 PM
PJM,07/05/2018,20,BC,"4,459",07/05/2018 8:00:00 PM,07/06/2018 12:00:00 AM
PJM,07/05/2018,21,BC,"4,138",07/05/2018 9:00:00 PM,07/06/2018 1:00:00 AM
PJM,07/05/2018,22,BC,"3,908",07/05/2018 10:00:00 PM,07/06/2018 2:00:00 AM
PJM,07/05/2018,23,BC,"3,761",07/05/2018 11:00:00 PM,07/06/2018 3:00:00 AM
PJM,07/05/2018,24,BC,"3,678",07/06/2018 12:00:00 AM,07/06/2018 4:00:00 AM
PJM,07/06/2018,1,BC,"3,672",07/06/2018 1:00:00 AM,07/06/2018 5:00:00 AM
PJM,07/06/2018,2,BC,"3,797",07/06/2018 2:00:00 AM,07/06/2018 6:00:00 AM
PJM,07/06/2018,3,BC,"3,968",07/06/2018 3:00:00 AM,07/06/2018 7:00:00 AM
PJM,07/06/2018,4,BC,"4,227",07/06/2018 4:00:00 AM,07/06/2018 8:00:00 AM
PJM,07/06/2018,5,BC,"4,471",07/06/2018 5:00:00 AM,07/06/2018 9:00:00 AM
PJM,07/06/2018,6,BC,"4,618",07/06/2018 6:00:00 AM,07/06/2018 10:00:00 AM
PJM,07/06/2018,7,BC,"4,710",07/06/2018 7:00:00 AM,07/06/2018 11:00:00 AM
PJM,07/06/2018,8,BC,"4,772",07/06/2018 8:00:00 AM,07/06/2018 12:00:00 PM
PJM,07/06/2018,9,BC,"4,916",07/06/2018 9:00:00 AM,07/06/2018 1:00:00 PM
PJM,07/06/2018,10,BC,"5,062",07/06/2018 10:00:00 AM,07/06/2018 2:00:00 PM
PJM,07/06/2018,11,BC,"5,179",07/06/2018 11:00:00 AM,07/06/2018 3:00:00 PM
PJM,07/06/2018,12,BC,"5,307",07/06/2018 12:00:00 PM,07/06/2018 4:00:00 PM
PJM,07/06/2018,13,BC,"5,304",07/06/2018 1:00:00 PM,07/06/2018 5:00:00 PM
PJM,07/06/2018,14,BC,"5,239",07/06/2018 2:00:00 PM,07/06/2018 6:00:00 PM
PJM,07/06/2018,15,BC,"5,080",07/06/2018 3:00:00 PM,07/06/2018 7:00:00 PM
PJM,07/06/2018,16,BC,"4,910",07/06/2018 4:00:00 PM,07/06/2018 8:00:00 PM
PJM,07/06/2018,17,BC,"4,719",07/06/2018 5:00:00 PM,07/06/2018 9:00:00 PM
PJM,07/06/2018,18,BC,"4,553",07/06/2018 6:00:00 PM,07/06/2018 10:00:00 PM
PJM,07/06/2018,19,BC,"4,199",07/06/2018 7:00:00 PM,07/06/2018 11:00:00 PM
PJM,07/06/2018,20,BC,"3,816",07/06/2018 8:00:00 PM,07/07/2018 12:00:00 AM
PJM,07/06/2018,21,BC,"3,469",07/06/2018 9:00:00 PM,07/07/2018 1:00:00 AM
PJM,07/06/2018,22,BC,"3,200",07/06/2018 10:00:00 PM,07/07/2018 2:00:00 AM
PJM,07/06/2018,23,BC,"2,976",07/06/2018 11:00:00 PM,07/07/2018 3:00:00 AM
PJM,07/06/2018,24,BC,"2,816",07/07/2018 12:00:00 AM,07/07/2018 4:00:00 AM
PJM,07/07/2018,1,BC,"2,725",07/07/2018 1:00:00 AM,07/07/2018 5:00:00 AM
PJM,07/07/2018,2,BC,"2,682",07/07/2018 2:00:00 AM,07/07/2018 6:00:00 AM
PJM,07/07/2018,3,BC,"2,686",07/07/2018 3:00:00 AM,07/07/2018 7:00:00 AM
PJM,07/07/2018,4,BC,"2,806",07/07/2018 4:00:00 AM,07/07/2018 8:00:00 AM
PJM,07/07/2018,5,BC,"3,017",07/07/2018 5:00:00 AM,07/07/2018 9:00:00 AM
PJM,07/07/2018,6,BC,"3,191",07/07/2018 6:00:00 AM,07/07/2018 10:00:00 AM
PJM,07/07/2018,7,BC,"3,349",07/07/2018 7:00:00 AM,07/07/2018 11:00:00 AM
PJM,07/07/2018,8,BC,"3,465",07/07/2018 8:00:00 AM,07/07/2018 12:00:00 PM
PJM,07/07/2018,9,BC,"3,557",07/07/2018 9:00:00 AM,07/07/2018 1:00:00 PM
PJM,07/07/2018,10,BC,"3,646",07/07/2018 10:00:00 AM,07/07/2018 2:00:00 PM
PJM,07/07/2018,11,BC,"3,754",07/07/2018 11:00:00 AM,07/07/2018 3:00:00 PM
PJM,07/07/2018,12,BC,"3,898",07/07/2018 12:00:00 PM,07/07/2018 4:00:00 PM
PJM,07/07/2018,13,BC,"4,042",07/07/2018 1:00:00 PM,07/07/2018 5:00:00 PM
PJM,07/07/2018,14,BC,"4,141",07/07/2018 2:00:00 PM,07/07/2018 6:00:00 PM
PJM,07/07/2018,15,BC,"4,125",07/07/2018 3:00:00 PM,07/07/2018 7:00:00 PM
PJM,07/07/2018,16,BC,"3,979",07/07/2018 4:00:00 PM,07/07/2018 8:00:00 PM
PJM,07/07/2018,17,BC,"3,772",07/07/2018 5:00:00 PM,07/07/2018 9:00:00 PM
PJM,07/07/2018,18,BC,"3,681",07/07/2018 6:00:00 PM,07/07/2018 10:00:00 PM
PJM,07/07/2018,19,BC,"3,468",07/07/2018 7:00:00 PM,07/07/2018 11:00:00 PM
PJM,07/07/2018,20,BC,"3,186",07/07/2018 8:00:00 PM,07/08/2018 12:00:00 AM
PJM,07/07/2018,21,BC,"2,915",07/07/2018 9:00:00 PM,07/08/2018 1:00:00 AM
PJM,07/07/2018,22,BC,"2,718",07/07/2018 10:00:00 PM,07/08/2018 2:00:00 AM
PJM,07/07/2018,23,BC,"2,581",07/07/2018 11:00:00 PM,07/08/2018 3:00:00 AM
PJM,07/07/2018,24,BC,"2,492",07/08/2018 12:00:00 AM,07/08/2018 4:00:00 AM
PJM,07/08/2018,1,BC,"2,450",07/08/2018 1:00:00 AM,07/08/2018 5:00:00 AM
PJM,07/08/2018,2,BC,"2,423",07/08/2018 2:00:00 AM,07/08/2018 6:00:00 AM
PJM,07/08/2018,3,BC,"2,430",07/08/2018 3:00:00 AM,07/08/2018 7:00:00 AM
PJM,07/08/2018,4,BC,"2,584",07/08/2018 4:00:00 AM,07/08/2018 8:00:00 AM
PJM,07/08/2018,5,BC,"2,807",07/08/2018 5:00:00 AM,07/08/2018 9:00:00 AM
PJM,07/08/2018,6,BC,"3,011",07/08/2018 6:00:00 AM,07/08/2018 10:00:00 AM
PJM,07/08/2018,7,BC,"3,200",07/08/2018 7:00:00 AM,07/08/2018 11:00:00 AM
PJM,07/08/2018,8,BC,"3,359",07/08/2018 8:00:00 AM,07/08/2018 12:00:00 PM
PJM,07/08/2018,9,BC,"3,495",07/08/2018 9:00:00 AM,07/08/2018 1:00:00 PM
PJM,07/08/2018,10,BC,"3,631",07/08/2018 10:00:00 AM,07/08/2018 2:00:00 PM
PJM,07/08/2018,11,BC,"3,800",07/08/2018 11:00:00 AM,07/08/2018 3:00:00 PM
PJM,07/08/2018,12,BC,"3,999",07/08/2018 12:00:00 PM,07/08/2018 4:00:00 PM
PJM,07/08/2018,13,BC,"4,214",07/08/2018 1:00:00 PM,07/08/2018 5:00:00 PM
PJM,07/08/2018,14,BC,"4,383",07/08/2018 2:00:00 PM,07/08/2018 6:00:00 PM
PJM,07/08/2018,15,BC,"4,423",07/08/2018 3:00:00 PM,07/08/2018 7:00:00 PM
PJM,07/08/2018,16,BC,"4,307",07/08/2018 4:00:00 PM,07/08/2018 8:00:00 PM
PJM,07/08/2018,17,BC,"4,107",07/08/2018 5:00:00 PM,07/08/2018 9:00:00 PM
PJM,07/08/2018,18,BC,"3,980",07/08/2018 6:00:00 PM,07/08/2018 10:00:00 PM
PJM,07/08/2018,19,BC,"3,669",07/08/2018 7:00:00 PM,07/08/2018 11:00:00 PM
PJM,07/08/2018,20,BC,"3,293",07/08/2018 8:00:00 PM,07/09/2018 12:00:00 AM
PJM,07/08/2018,21,BC,"2,981",07/08/2018 9:00:00 PM,07/09/2018 1:00:00 AM
PJM,07/08/2018,22,BC,"2,769",07/08/2018 10:00:00 PM,07/09/2018 2:00:00 AM
PJM,07/08/2018,23,BC,"2,639",07/08/2018 11:00:00 PM,07/09/2018 3:00:00 AM
PJM,07/08/2018,24,BC,"2,575",07/09/2018 12:00:00 AM,07/09/2018 4:00:00 AM
PJM,07/09/2018,1,BC,,07/09/2018 1:00:00 AM,07/09/2018 5:00:00 AM
PJM,07/09/2018,2,BC,,07/09/2018 2:00:00 AM,07/09/2018 6:00:00 AM
PJM,07/09/2018,3,BC,,07/09/2018 3:00:00 AM,07/09/2018 7:00:00 AM
PJM,07/09/2018,4,BC,,07/09/2018 4:00:00 AM,07/09/2018 8:00:00 AM
PJM,07/09/2018,5,BC,,07/09/2018 5:00:00 AM,07/09/2018 9:00:00 AM
PJM,07/09/2018,6,BC,,07/09/2018 6:00:00 AM,07/09/2018 10:00:00 AM
PJM,07/09/2018,7,BC,,07/09/2018 7:00:00 AM,07/09/2018 11:00:00 AM
PJM,07/09/2018,8,BC,,07/09/2018 8:00:00 AM,07/09/2018 12:00:00 PM
PJM,07/09/2018,9,BC,,07/09/2018 9:00:00 AM,07/09/2018 1:00:00 PM
PJM,07/09/2018,10,BC,,07/09/2018 10:00:00 AM,07/09/2018 2:00:00 PM
PJM,07/09/2018,11,BC,,07/09/2018 11:00:00 AM,07/09/2018 3:00:00 PM
PJM,07/09/2018,12,BC,,07/09/2018 12:00:00 PM,07/09/2018 4:00:00 PM
PJM,07/09/2018,13,BC,,07/09/2018 1:00:00 PM,07/09/2018 5:00:00 PM
PJM,07/09/2018,14,BC,,07/09/2018 2:00:00 PM,07/09/2018 6:00:00 PM
PJM,07/09/2018,15,BC,,07/09/2018 3:00:00 PM,07/09/2018 7:00:00 PM
PJM,07/09/2018,16,BC,,07/09/2018 4:00:00 PM,07/09/2018 8:00:00 PM
PJM,07/09/2018,17,BC,,07/09/2018 5:00:00 PM,07/09/2018 9:00:00 PM
PJM,07/09/2018,18,BC,,07/09/2018 6:00:00 PM,07/09/2018 10:00:00 PM
PJM,07/09/2018,19,BC,,07/09/2018 7:00:00 PM,07/09/2018 11:00:00 PM
PJM,07/09/2018,20,BC,,07/09/2018 8:00:00 PM,07/10/2018 12:00:00 AM
PJM,07/09/2018,21,BC,,07/09/2018 9:00:00 PM,07/10/2018 1:00:00 AM
PJM,07/09/2018,22,BC,,07/09/2018 10:00:00 PM,07/10/2018 2:00:00 AM
PJM,07/09/2018,23,BC,,07/09/2018 11:00:00 PM,07/10/2018 3:00:00 AM
PJM,07/09/2018,24,BC,,07/10/2018 12:00:00 AM,07/10/2018 4:00:00 AM
PJM,07/10/2018,1,BC,,07/10/2018 1:00:00 AM,07/10/2018 5:00:00 AM
PJM,07/10/2018,2,BC,,07/10/2018 2:00:00 AM,07/10/2018 6:00:00 AM
PJM,07/10/2018,3,BC,,07/10/2018 3:00:00 AM,07/10/2018 7:00:00 AM
PJM,07/10/2018,4,BC,,07/10/2018 4:00:00 AM,07/10/2018 8:00:00 AM
PJM,07/10/2018,5,BC,,07/10/2018 5:00:00 AM,07/10/2018 9:00:00 AM
PJM,07/10/2018,6,BC,,07/10/2018 6:00:00 AM,07/10/2018 10:00:00 AM
PJM,07/10/2018,7,BC,,07/10/2018 7:00:00 AM,07/10/2018 11:00:00 AM
PJM,07/10/2018,8,BC,,07/10/2018 8:00:00 AM,07/10/2018 12:00:00 PM
PJM,07/10/2018,9,BC,,07/10/2018 9:00:00 AM,07/10/2018 1:00:00 PM
PJM,07/10/2018,10,BC,,07/10/2018 10:00:00 AM,07/10/2018 2:00:00 PM
PJM,07/10/2018,11,BC,,07/10/2018 11:00:00 AM,07/10/2018 3:00:00 PM
PJM,07/10/2018,12,BC,,07/10/2018 12:00:00 PM,07/10/2018 4:00:00 PM
PJM,07/10/2018,13,BC,,07/10/2018 1:00:00 PM,07/10/2018 5:00:00 PM
PJM,07/10/2018,14,BC,,07/10/2018 2:00:00 PM,07/10/2018 6:00:00 PM
PJM,07/10/2018,15,BC,,07/10/2018 3:00:00 PM,07/10/2018 7:00:00 PM
PJM,07/10/2018,16,BC,,07/10/2018 4:00:00 PM,07/10/2018 8:00:00 PM
PJM,07/10/2018,17,BC,,07/10/2018 5:00:00 PM,07/10/2018 9:00:00 PM
PJM,07/10/2018,18,BC,,07/10/2018 6:00:00 PM,07/10/2018 10:00:00 PM
PJM,07/10/2018,19,BC,,07/10/2018 7:00:00 PM,07/10/2018 11:00:00 PM
PJM,07/10/2018,20,BC,,07/10/2018 8:00:00 PM,07/11/2018 12:00:00 AM
PJM,07/10/2018,21,BC,,07/10/2018 9:00:00 PM,07/11/2018 1:00:00 AM
PJM,07/10/2018,22,BC,,07/10/2018 10:00:00 PM,07/11/2018 2:00:00 AM
PJM,07/10/2018,23,BC,,07/10/2018 11:00:00 PM,07/11/2018 3:00:00 AM
PJM,07/10/2018,24,BC,,07/11/2018 12:00:00 AM,07/11/2018 4:00:00 AM
PJM,07/11/2018,1,BC,,07/11/2018 1:00:00 AM,07/11/2018 5:00:00 AM
PJM,07/11/2018,2,BC,,07/11/2018 2:00:00 AM,07/11/2018 6:00:00 AM
PJM,07/11/2018,3,BC,,07/11/2018 3:00:00 AM,07/11/2018 7:00:00 AM
PJM,07/11/2018,4,BC,,07/11/2018 4:00:00 AM,07/11/2018 8:00:00 AM
PJM,07/11/2018,5,BC,,07/11/2018 5:00:00 AM,07/11/2018 9:00:00 AM
PJM,07/11/2018,6,BC,,07/11/2018 6:00:00 AM,07/11/2018 10:00:00 AM
PJM,07/11/2018,7,BC,,07/11/2018 7:00:00 AM,07/11/2018 11:00:00 AM
PJM,07/11/2018,8,BC,,07/11/2018 8:00:00 AM,07/11/2018 12:00:00 PM
PJM,07/11/2018,9,BC,,07/11/2018 9:00:00 AM,07/11/2018 1:00:00 PM
PJM,07/11/2018,10,BC,,07/11/2018 10:00:00 AM,07/11/2018 2:00:00 PM
PJM,07/11/2018,11,BC,,07/11/2018 11:00:00 AM,07/11/2018 3:00:00 PM
PJM,07/11/2018,12,BC,,07/11/2018 12:00:00 PM,07/11/2018 4:00:00 PM
PJM,07/11/2018,13,BC,,07/11/2018 1:00:00 PM,07/11/2018 5:00:00 PM
PJM,07/11/2018,14,BC,,07/11/2018 2:00:00 PM,07/11/2018 6:00:00 PM
PJM,07/11/2018,15,BC,,07/11/2018 3:00:00 PM,07/11/2018 7:00:00 PM
PJM,07/11/2018,16,BC,,07/11/2018 4:00:00 PM,07/11/2018 8:00:00 PM
PJM,07/11/2018,17,BC,,07/11/2018 5:00:00 PM,07/11/2018 9:00:00 PM
PJM,07/11/2018,18,BC,,07/11/2018 6:00:00 PM,07/11/2018 10:00:00 PM
PJM,07/11/2018,19,BC,,07/11/2018 7:00:00 PM,07/11/2018 11:00:00 PM
PJM,07/11/2018,20,BC,,07/11/2018 8:00:00 PM,07/12/2018 12:00:00 AM
PJM,07/11/2018,21,BC,,07/11/2018 9:00:00 PM,07/12/2018 1:00:00 AM
PJM,07/11/2018,22,BC,,07/11/2018 10:00:00 PM,07/12/2018 2:00:00 AM
PJM,07/11/2018,23,BC,,07/11/2018 11:00:00 PM,07/12/2018 3:00:00 AM
PJM,07/11/2018,24,BC,,07/12/2018 12:00:00 AM,07/12/2018 4:00:00 AM
PJM,07/12/2018,1,BC,,07/12/2018 1:00:00 AM,07/12/2018 5:00:00 AM
PJM,07/12/2018,2,BC,,07/12/2018 2:00:00 AM,07/12/2018 6:00:00 AM
PJM,07/12/2018,3,BC,,07/12/2018 3:00:00 AM,07/12/2018 7:00:00 AM
PJM,07/12/2018,4,BC,,07/12/2018 4:00:00 AM,07/12/2018 8:00:00 AM
